phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P10,P10-016,展示 App、图片、PPT 和 API 分项用量,Android,我的/用量中心,展示 App、图片、PPT 和 API 分项用量,idle|loading|success|empty|error,GET,/api/mobile/v1/usage/summary,Usage Service,usage_aggregates,商业化/用量,authenticated_user,none,none,用户可在“我的/用量中心”完成“展示 App、图片、PPT 和 API 分项用量”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/用量”能够查询或控制该能力，变更写入审计日志。,P10-016-UNIT|P10-016-API|P10-016-E2E,,PLANNED
P10,P10-017,创建 YLVEN 与 Sub2API 用户映射,Backend,网关用户映射,创建 YLVEN 与 Sub2API 用户映射,idle|loading|success|empty|error,POST,/internal/v1/gateways/sub2api/users/ensure,Sub2API Adapter,gateway_user_links,Sub2API与通道/用户映射,authenticated_user,none,none,用户可在“网关用户映射”完成“创建 YLVEN 与 Sub2API 用户映射”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/用户映射”能够查询或控制该能力，变更写入审计日志。,P10-017-UNIT|P10-017-API|P10-017-E2E,,PLANNED
P10,P10-018,绑定已有 Sub2API 用户且保留余额和 Key,Developer Web,绑定 Sub2API,绑定已有 Sub2API 用户且保留余额和 Key,idle|loading|success|empty|error,POST,/api/developer/v1/sub2api/link,Sub2API Adapter,gateway_user_links,Sub2API与通道/用户映射,authenticated_user,none,none,用户可在“绑定 Sub2API”完成“绑定已有 Sub2API 用户且保留余额和 Key”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/用户映射”能够查询或控制该能力，变更写入审计日志。,P10-018-UNIT|P10-018-API|P10-018-E2E,,PLANNED
P10,P10-019,为 App 后端创建隐藏内部 API Key,Backend,内部调用凭据,为 App 后端创建隐藏内部 API Key,idle|loading|success|empty|error,POST,/internal/v1/gateways/sub2api/app-keys,Sub2API Adapter,gateway_api_key_links,Sub2API与通道/API Key映射,authenticated_user,none,none,用户可在“内部调用凭据”完成“为 App 后端创建隐藏内部 API Key”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/API Key映射”能够查询或控制该能力，变更写入审计日志。,P10-019-UNIT|P10-019-API|P10-019-E2E,,PLANNED
P10,P10-020,把充值余额投影到 Sub2API 执行余额,Worker,余额同步,把充值余额投影到 Sub2API 执行余额,idle|loading|success|empty|error,N/A,job://sub2api-balance-sync,Gateway Sync Worker,gateway_sync_jobs|gateway_balance_snapshots,Sub2API与通道/余额同步,system,payment,sub2api_balance_sync,用户可在“余额同步”完成“把充值余额投影到 Sub2API 执行余额”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/余额同步”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 sub2api_balance_sync 支持进度、取消、重试、幂等和失败诊断。,P10-020-UNIT|P10-020-API|P10-020-E2E,,PLANNED
P10,P10-021,把套餐模型权限和限额同步到 Sub2API,Worker,套餐同步,把套餐模型权限和限额同步到 Sub2API,idle|loading|success|empty|error,N/A,job://sub2api-entitlement-sync,Gateway Sync Worker,gateway_sync_jobs|gateway_entitlement_snapshots,Sub2API与通道/套餐同步,system,none,sub2api_entitlement_sync,用户可在“套餐同步”完成“把套餐模型权限和限额同步到 Sub2API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/套餐同步”能够查询或控制该能力，变更写入审计日志；异步任务 sub2api_entitlement_sync 支持进度、取消、重试、幂等和失败诊断。,P10-021-UNIT|P10-021-API|P10-021-E2E,,PLANNED
P10,P10-022,从 Sub2API 回流调用用量和成本,Worker,用量回流,从 Sub2API 回流调用用量和成本,idle|loading|success|empty|error,N/A,job://sub2api-usage-import,Gateway Sync Worker,usage_events|gateway_usage_cursors,Sub2API与通道/用量同步,system,usage_metered,sub2api_usage_import,用户可在“用量回流”完成“从 Sub2API 回流调用用量和成本”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/用量同步”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 sub2api_usage_import 支持进度、取消、重试、幂等和失败诊断。,P10-022-UNIT|P10-022-API|P10-022-E2E,,PLANNED
P10,P10-023,执行 YLVEN 账本与 Sub2API 执行余额对账,Scheduler,余额对账,执行 YLVEN 账本与 Sub2API 执行余额对账,idle|loading|success|empty|error,N/A,job://gateway-reconciliation,Reconciliation Service,reconciliation_runs|reconciliation_items,商业化/对账,system,none,gateway_reconciliation,用户可在“余额对账”完成“执行 YLVEN 账本与 Sub2API 执行余额对账”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/对账”能够查询或控制该能力，变更写入审计日志；异步任务 gateway_reconciliation 支持进度、取消、重试、幂等和失败诊断。,P10-023-UNIT|P10-023-API|P10-023-E2E,,PLANNED
P10,P10-024,隔离同步失败并自动重试,Worker,同步失败,隔离同步失败并自动重试,idle|loading|success|empty|error,N/A,job://gateway-sync-retry,Gateway Sync Worker,gateway_sync_jobs|dead_letter_jobs,Sub2API与通道/同步任务,system,none,gateway_sync_retry,用户可在“同步失败”完成“隔离同步失败并自动重试”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/同步任务”能够查询或控制该能力，变更写入审计日志；异步任务 gateway_sync_retry 支持进度、取消、重试、幂等和失败诊断。,P10-024-UNIT|P10-024-API|P10-024-E2E,,PLANNED
P10,P10-025,后台查询订单、支付、订阅和退款,Admin,商业化/交易管理,后台查询订单、支付、订阅和退款,idle|loading|success|empty|error,GET,/admin/v1/commerce/transactions,Commerce Query Service,orders|payments|subscriptions|refunds,商业化/交易管理,authenticated_user,none,none,用户可在“商业化/交易管理”完成“后台查询订单、支付、订阅和退款”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/交易管理”能够查询或控制该能力，变更写入审计日志。,P10-025-UNIT|P10-025-API|P10-025-E2E,,PLANNED
P10,P10-026,后台查询钱包、账本和冻结记录,Admin,商业化/钱包与账本,后台查询钱包、账本和冻结记录,idle|loading|success|empty|error,GET,/admin/v1/users/{userId}/wallet,Wallet Service,wallet_accounts|ledger_entries|credit_reservations,商业化/钱包与账本,authenticated_user,none,none,用户可在“商业化/钱包与账本”完成“后台查询钱包、账本和冻结记录”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/钱包与账本”能够查询或控制该能力，变更写入审计日志。,P10-026-UNIT|P10-026-API|P10-026-E2E,,PLANNED
P10,P10-027,后台处理退款并撤销对应权益,Admin,商业化/退款,后台处理退款并撤销对应权益,idle|loading|success|empty|error,POST,/admin/v1/refunds,Refund Service,refunds|ledger_transactions|entitlement_grants,商业化/退款,admin,payment,refund_process,用户可在“商业化/退款”完成“后台处理退款并撤销对应权益”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/退款”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 refund_process 支持进度、取消、重试、幂等和失败诊断。,P10-027-UNIT|P10-027-API|P10-027-E2E,,PLANNED
P10,P10-028,配置消费顺序和额度过期策略,Admin,商业化/额度策略,配置消费顺序和额度过期策略,idle|loading|success|empty|error,PUT,/admin/v1/billing/credit-policy,Billing Service,billing_policies,商业化/额度策略,authenticated_user,none,none,用户可在“商业化/额度策略”完成“配置消费顺序和额度过期策略”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/额度策略”能够查询或控制该能力，变更写入审计日志。,P10-028-UNIT|P10-028-API|P10-028-E2E,,PLANNED
P10,P10-029,配置模型销售价格、倍率和生效时间,Admin,商业化/模型价格,配置模型销售价格、倍率和生效时间,idle|loading|success|empty|error,POST,/admin/v1/pricing/model-versions,Pricing Service,model_price_versions,商业化/模型价格,authenticated_user,none,none,用户可在“商业化/模型价格”完成“配置模型销售价格、倍率和生效时间”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/模型价格”能够查询或控制该能力，变更写入审计日志。,P10-029-UNIT|P10-029-API|P10-029-E2E,,PLANNED
P10,P10-030,标记订阅中转通道为测试环境,Backend,通道环境,标记订阅中转通道为测试环境,idle|loading|success|empty|error,N/A,policy://channel-environment,Provider Service,provider_channels,Sub2API与通道/通道配置,authenticated_user,none,none,用户可在“通道环境”完成“标记订阅中转通道为测试环境”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/通道配置”能够查询或控制该能力，变更写入审计日志。,P10-030-UNIT|P10-030-API|P10-030-E2E,,PLANNED
P11,P11-001,展示开发者中心概览,Developer Web,开发者概览,展示开发者中心概览,idle|loading|success|empty|error,GET,/api/developer/v1/overview,Developer Service,api_keys|usage_aggregates|balance_projections,开发者平台/概览,authenticated_user,none,none,用户可在“开发者概览”完成“展示开发者中心概览”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/概览”能够查询或控制该能力，变更写入审计日志。,P11-001-UNIT|P11-001-API|P11-001-E2E,,PLANNED
P11,P11-002,激活开发者功能并同意 API 条款,Developer Web,开发者开通,激活开发者功能并同意 API 条款,idle|loading|success|empty|error,POST,/api/developer/v1/enrollment,Developer Service,developer_profiles,开发者平台/开发者用户,authenticated_user,none,none,用户可在“开发者开通”完成“激活开发者功能并同意 API 条款”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/开发者用户”能够查询或控制该能力，变更写入审计日志。,P11-002-UNIT|P11-002-API|P11-002-E2E,,PLANNED
P11,P11-003,使用 YLVEN OIDC 单点登录 Sub2API,Developer Web,Sub2API登录,使用 YLVEN OIDC 单点登录 Sub2API,idle|loading|success|empty|error,GET,/oauth2/authorize,OIDC Provider,oauth_clients|oauth_authorizations|gateway_user_links,Sub2API与通道/OIDC,authenticated_user,none,none,用户可在“Sub2API登录”完成“使用 YLVEN OIDC 单点登录 Sub2API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“Sub2API与通道/OIDC”能够查询或控制该能力，变更写入审计日志。,P11-003-UNIT|P11-003-API|P11-003-E2E,,PLANNED
P11,P11-004,创建 YLVEN 开发者 API Key,Developer Web,API Key,创建 YLVEN 开发者 API Key,idle|loading|success|empty|error,POST,/api/developer/v1/api-keys,API Key Service,api_keys|api_key_policies,开发者平台/API Key,authenticated_user,none,none,用户可在“API Key”完成“创建 YLVEN 开发者 API Key”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key”能够查询或控制该能力，变更写入审计日志。,P11-004-UNIT|P11-004-API|P11-004-E2E,,PLANNED
P11,P11-005,仅创建时显示完整 API Key 一次,Developer Web,API Key创建结果,仅创建时显示完整 API Key 一次,idle|loading|success|empty|error,N/A,policy://api-key-reveal-once,API Key Service,api_keys,开发者平台/API Key,authenticated_user,none,none,用户可在“API Key创建结果”完成“仅创建时显示完整 API Key 一次”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key”能够查询或控制该能力，变更写入审计日志。,P11-005-UNIT|P11-005-API|P11-005-E2E,,PLANNED
P11,P11-006,分页查询 API Key 和最近使用状态,Developer Web,API Key,分页查询 API Key 和最近使用状态,idle|loading|success|empty|error,GET,/api/developer/v1/api-keys,API Key Service,api_keys|api_request_logs,开发者平台/API Key,authenticated_user,none,none,用户可在“API Key”完成“分页查询 API Key 和最近使用状态”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key”能够查询或控制该能力，变更写入审计日志。,P11-006-UNIT|P11-006-API|P11-006-E2E,,PLANNED
P11,P11-007,轮换、禁用和删除 API Key,Developer Web,API Key详情,轮换、禁用和删除 API Key,idle|loading|success|empty|error,POST,/api/developer/v1/api-keys/{keyId}/actions,API Key Service,api_keys|audit_logs,开发者平台/API Key,authenticated_user,none,none,用户可在“API Key详情”完成“轮换、禁用和删除 API Key”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key”能够查询或控制该能力，变更写入审计日志。,P11-007-UNIT|P11-007-API|P11-007-E2E,,PLANNED
P11,P11-008,配置单 Key 总额和月度预算,Developer Web,API Key预算,配置单 Key 总额和月度预算,idle|loading|success|empty|error,PUT,/api/developer/v1/api-keys/{keyId}/budget,Quota Service,api_key_policies|quota_counters,开发者平台/预算,authenticated_user,none,none,用户可在“API Key预算”完成“配置单 Key 总额和月度预算”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/预算”能够查询或控制该能力，变更写入审计日志。,P11-008-UNIT|P11-008-API|P11-008-E2E,,PLANNED
P11,P11-009,配置 API 账号总预算,Developer Web,预算与告警,配置 API 账号总预算,idle|loading|success|empty|error,PUT,/api/developer/v1/budget,Quota Service,developer_budgets,开发者平台/预算,authenticated_user,none,none,用户可在“预算与告警”完成“配置 API 账号总预算”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/预算”能够查询或控制该能力，变更写入审计日志。,P11-009-UNIT|P11-009-API|P11-009-E2E,,PLANNED
P11,P11-010,配置 IP 白名单和模型白名单,Developer Web,API Key安全,配置 IP 白名单和模型白名单,idle|loading|success|empty|error,PUT,/api/developer/v1/api-keys/{keyId}/policy,API Key Service,api_key_policies|ip_allowlists,开发者平台/API Key策略,authenticated_user,none,none,用户可在“API Key安全”完成“配置 IP 白名单和模型白名单”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key策略”能够查询或控制该能力，变更写入审计日志。,P11-010-UNIT|P11-010-API|P11-010-E2E,,PLANNED
P11,P11-011,Developer Gateway 鉴权和密钥哈希查找,Backend,公共 API 鉴权,Developer Gateway 鉴权和密钥哈希查找,idle|loading|success|empty|error,N/A,gateway://authenticate,Developer Gateway,api_keys,开发者平台/安全事件,authenticated_user,none,none,用户可在“公共 API 鉴权”完成“Developer Gateway 鉴权和密钥哈希查找”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/安全事件”能够查询或控制该能力，变更写入审计日志。,P11-011-UNIT|P11-011-API|P11-011-E2E,,PLANNED
P11,P11-012,执行用户、Key、模型三级限流,Backend,公共 API 限流,执行用户、Key、模型三级限流,idle|loading|success|empty|error,N/A,gateway://rate-limit,Developer Gateway,quota_counters|rate_limit_counters,开发者平台/限流策略,authenticated_user,none,none,用户可在“公共 API 限流”完成“执行用户、Key、模型三级限流”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/限流策略”能够查询或控制该能力，变更写入审计日志。,P11-012-UNIT|P11-012-API|P11-012-E2E,,PLANNED
P11,P11-013,提供 OpenAI 兼容模型列表,Public API,Models API,提供 OpenAI 兼容模型列表,idle|loading|success|empty|error,GET,/v1/models,Developer Gateway,models|model_aliases,开发者平台/API版本,authenticated_user,none,none,用户可在“Models API”完成“提供 OpenAI 兼容模型列表”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API版本”能够查询或控制该能力，变更写入审计日志。,P11-013-UNIT|P11-013-API|P11-013-E2E,,PLANNED
P11,P11-014,提供 OpenAI 兼容 Chat Completions,Public API,Chat API,提供 OpenAI 兼容 Chat Completions,idle|loading|success|empty|error,POST,/v1/chat/completions,Developer Gateway,api_request_logs|usage_events,开发者平台/API日志,developer_api_key,usage_metered,none,用户可在“Chat API”完成“提供 OpenAI 兼容 Chat Completions”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API日志”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-014-UNIT|P11-014-API|P11-014-E2E,,PLANNED
P11,P11-015,提供 OpenAI 兼容 Responses API,Public API,Responses API,提供 OpenAI 兼容 Responses API,idle|loading|success|empty|error,POST,/v1/responses,Developer Gateway,api_request_logs|usage_events,开发者平台/API日志,developer_api_key,usage_metered,none,用户可在“Responses API”完成“提供 OpenAI 兼容 Responses API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API日志”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-015-UNIT|P11-015-API|P11-015-E2E,,PLANNED
P11,P11-016,提供流式公共 API 响应,Public API,Streaming API,提供流式公共 API 响应,idle|loading|success|empty|error,POST,/v1/responses?stream=true,Developer Gateway,api_request_logs|run_events,开发者平台/API日志,developer_api_key,usage_metered,none,用户可在“Streaming API”完成“提供流式公共 API 响应”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API日志”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-016-UNIT|P11-016-API|P11-016-E2E,,PLANNED
P11,P11-017,提供图片生成公共 API,Public API,Images API,提供图片生成公共 API,idle|loading|success|empty|error,POST,/v1/images/generations,Developer Gateway,jobs|api_request_logs,开发者平台/API日志,developer_api_key,usage_metered,image_generation,用户可在“Images API”完成“提供图片生成公共 API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API日志”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账；异步任务 image_generation 支持进度、取消、重试、幂等和失败诊断。,P11-017-UNIT|P11-017-API|P11-017-E2E,,PLANNED
P11,P11-018,提供 YLVEN 原生会话 API,Public API,YLVEN Conversations,提供 YLVEN 原生会话 API,idle|loading|success|empty|error,POST,/ylven/v1/conversations,Developer Gateway,conversations|messages,开发者平台/API版本,developer_api_key,usage_metered,none,用户可在“YLVEN Conversations”完成“提供 YLVEN 原生会话 API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API版本”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-018-UNIT|P11-018-API|P11-018-E2E,,PLANNED
P11,P11-019,提供 YLVEN 原生文件和任务 API,Public API,YLVEN Files/Jobs,提供 YLVEN 原生文件和任务 API,idle|loading|success|empty|error,POST,/ylven/v1/files,Developer Gateway,attachments|jobs,开发者平台/API版本,developer_api_key,usage_metered,none,用户可在“YLVEN Files/Jobs”完成“提供 YLVEN 原生文件和任务 API”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API版本”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-019-UNIT|P11-019-API|P11-019-E2E,,PLANNED
P11,P11-020,使用 YLVEN 稳定模型别名,Public API,Model Aliases,使用 YLVEN 稳定模型别名,idle|loading|success|empty|error,GET,/v1/models,Model Catalog Service,model_aliases,开发者平台/模型别名,authenticated_user,none,none,用户可在“Model Aliases”完成“使用 YLVEN 稳定模型别名”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/模型别名”能够查询或控制该能力，变更写入审计日志。,P11-020-UNIT|P11-020-API|P11-020-E2E,,PLANNED
P11,P11-021,返回稳定、可文档化的错误码,Public API,Errors,返回稳定、可文档化的错误码,idle|loading|success|empty|error,N/A,contract://public-api-errors,Developer Gateway,error_catalog,开发者平台/错误码,authenticated_user,none,none,用户可在“Errors”完成“返回稳定、可文档化的错误码”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/错误码”能够查询或控制该能力，变更写入审计日志。,P11-021-UNIT|P11-021-API|P11-021-E2E,,PLANNED
P11,P11-022,查询按日期、模型、Key和来源的用量,Developer Web,用量统计,查询按日期、模型、Key和来源的用量,idle|loading|success|empty|error,GET,/api/developer/v1/usage,Usage Service,usage_aggregates,开发者平台/用量,authenticated_user,none,none,用户可在“用量统计”完成“查询按日期、模型、Key和来源的用量”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/用量”能够查询或控制该能力，变更写入审计日志。,P11-022-UNIT|P11-022-API|P11-022-E2E,,PLANNED
P11,P11-023,查询逐请求 API 日志,Developer Web,调用日志,查询逐请求 API 日志,idle|loading|success|empty|error,GET,/api/developer/v1/request-logs,Developer Log Service,api_request_logs,开发者平台/API日志,authenticated_user,none,none,用户可在“调用日志”完成“查询逐请求 API 日志”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API日志”能够查询或控制该能力，变更写入审计日志。,P11-023-UNIT|P11-023-API|P11-023-E2E,,PLANNED
P11,P11-024,在 Playground 测试模型和参数,Developer Web,API Playground,在 Playground 测试模型和参数,idle|loading|success|empty|error,POST,/api/developer/v1/playground/run,Developer Gateway,api_request_logs,开发者平台/Playground,authenticated_user,usage_metered,none,用户可在“API Playground”完成“在 Playground 测试模型和参数”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/Playground”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P11-024-UNIT|P11-024-API|P11-024-E2E,,PLANNED
P11,P11-025,展示动态模型能力和价格文档,Developer Web,模型与价格,展示动态模型能力和价格文档,idle|loading|success|empty|error,GET,/api/developer/v1/models,Pricing Service,models|model_price_versions,商业化/模型价格,authenticated_user,none,none,用户可在“模型与价格”完成“展示动态模型能力和价格文档”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/模型价格”能够查询或控制该能力，变更写入审计日志。,P11-025-UNIT|P11-025-API|P11-025-E2E,,PLANNED
P11,P11-026,发布版本化 API 文档和代码示例,Developer Web,API文档,发布版本化 API 文档和代码示例,idle|loading|success|empty|error,GET,/docs/api/{version},Documentation Service,api_versions|sdk_versions,开发者平台/API文档,authenticated_user,none,none,用户可在“API文档”完成“发布版本化 API 文档和代码示例”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API文档”能够查询或控制该能力，变更写入审计日志。,P11-026-UNIT|P11-026-API|P11-026-E2E,,PLANNED
P11,P11-027,配置余额和异常用量告警,Developer Web,预算与告警,配置余额和异常用量告警,idle|loading|success|empty|error,PUT,/api/developer/v1/alerts,Alert Service,alert_rules,开发者平台/告警,authenticated_user,none,none,用户可在“预算与告警”完成“配置余额和异常用量告警”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/告警”能够查询或控制该能力，变更写入审计日志。,P11-027-UNIT|P11-027-API|P11-027-E2E,,PLANNED
P11,P11-028,注册 Webhook 并验证签名,Developer Web,Webhook,注册 Webhook 并验证签名,idle|loading|success|empty|error,POST,/api/developer/v1/webhooks,Webhook Service,webhooks,开发者平台/Webhook,authenticated_user,none,none,用户可在“Webhook”完成“注册 Webhook 并验证签名”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/Webhook”能够查询或控制该能力，变更写入审计日志。,P11-028-UNIT|P11-028-API|P11-028-E2E,,PLANNED
P11,P11-029,失败 Webhook 自动重试和死信,Worker,Webhook投递,失败 Webhook 自动重试和死信,idle|loading|success|empty|error,N/A,job://webhook-delivery,Webhook Worker,webhook_deliveries|dead_letter_jobs,开发者平台/Webhook,system,none,webhook_delivery,用户可在“Webhook投递”完成“失败 Webhook 自动重试和死信”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/Webhook”能够查询或控制该能力，变更写入审计日志；异步任务 webhook_delivery 支持进度、取消、重试、幂等和失败诊断。,P11-029-UNIT|P11-029-API|P11-029-E2E,,PLANNED
P11,P11-030,分离 App 内部调用 Key 与开发者 Key,Security,API Key隔离,分离 App 内部调用 Key 与开发者 Key,idle|loading|success|empty|error,N/A,policy://key-purpose-isolation,API Key Service,api_keys|gateway_api_key_links,开发者平台/API Key策略,authenticated_user,none,none,用户可在“API Key隔离”完成“分离 App 内部调用 Key 与开发者 Key”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API Key策略”能够查询或控制该能力，变更写入审计日志。,P11-030-UNIT|P11-030-API|P11-030-E2E,,PLANNED
P11,P11-031,后台查询开发者、Key、预算和风险,Admin,开发者平台/开发者详情,后台查询开发者、Key、预算和风险,idle|loading|success|empty|error,GET,/admin/v1/developers/{developerId},Developer Service,developer_profiles|api_keys|security_events,开发者平台/开发者用户,authenticated_user,none,none,用户可在“开发者平台/开发者详情”完成“后台查询开发者、Key、预算和风险”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/开发者用户”能够查询或控制该能力，变更写入审计日志。,P11-031-UNIT|P11-031-API|P11-031-E2E,,PLANNED
