page_id,surface,name,route,layout_profile,state_profile,state_count,feature_ids,phases,primary_phase,work_packets,visual_kind,parent_page_id,visual_template,visual_title,screen_signature,design_system_version,mockup_gate
YL-M-194,ADMIN,质量与发布/最终交付,/admin/194,admin_list,admin_list,8,P13-014,P13,P13,P13-W03,PAGE,,admin_list,最终交付,fefa6a212363a69f,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-M-195,ADMIN,质量与发布/最终验收,/admin/195,admin_list,admin_list,8,P13-015,P13,P13,P13-W03,PAGE,,admin_list,最终验收,2dddc0303a40f8b6,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-001,DEVELOPER,开发者中心,/developer/001,developer_list,developer_list,7,P00-024,P00,P00,P00-W05,PAGE,,developer_list,开发者中心,15d7631dec0632df,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-002,DEVELOPER,绑定 Sub2API,/developer/002,developer_detail,developer_detail,10,P10-018,P10,P10,P10-W03,PAGE,,developer_detail,绑定 Sub2API,7090b1ba7528a3d1,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-003,DEVELOPER,开发者概览,/developer/003,developer_dashboard,developer_dashboard,7,P11-001,P11,P11,P11-W01,PAGE,,developer_dashboard,开发者概览,6a1d4f4dd605e140,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-004,DEVELOPER,开发者开通,/developer/004,developer_detail,developer_detail,10,P11-002,P11,P11,P11-W01,PAGE,,developer_detail,开发者开通,14afd89e6e5b0b45,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-005,DEVELOPER,Sub2API登录,/developer/005,developer_detail,developer_detail,10,P11-003,P11,P11,P11-W01,PAGE,,developer_detail,Sub2API登录,4b0b6dec2ccb3bef,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-006,DEVELOPER,API Key,/developer/006,developer_detail,developer_key,10,P11-004|P11-006,P11,P11,P11-W01,PAGE,,developer_detail,API Key,a1ac330009bafcab,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-007,DEVELOPER,API Key创建结果,/developer/007,developer_detail,developer_key,10,P11-005,P11,P11,P11-W01,PAGE,,developer_detail,API Key创建结果,11e0218658c893c7,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-008,DEVELOPER,API Key详情,/developer/008,developer_detail,developer_key,10,P11-007,P11,P11,P11-W01,PAGE,,developer_detail,API Key详情,5dd014f5063407a2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-009,DEVELOPER,API Key预算,/developer/009,developer_detail,finance,10,P11-008,P11,P11,P11-W02,PAGE,,developer_detail,API Key预算,664b32537993cf38,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-010,DEVELOPER,预算与告警,/developer/010,developer_list,finance,10,P11-009|P11-027,P11,P11,P11-W02|P11-W05,PAGE,,developer_list,预算与告警,b4eeeff99e57ec84,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-011,DEVELOPER,API Key安全,/developer/011,developer_detail,developer_key,10,P11-010,P11,P11,P11-W02,PAGE,,developer_detail,API Key安全,4e9861487ee94315,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-012,DEVELOPER,用量统计,/developer/012,developer_list,finance,10,P11-022,P11,P11,P11-W04,PAGE,,developer_list,用量统计,2f35bc9821ae5a7b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-013,DEVELOPER,调用日志,/developer/013,developer_list,developer_list,7,P11-023,P11,P11,P11-W04,PAGE,,developer_list,调用日志,0e772061b985ce4b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-014,DEVELOPER,API Playground,/developer/014,developer_detail,developer_detail,10,P11-024,P11,P11,P11-W04,PAGE,,developer_detail,API Playground,c75d08a41d0be5b9,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-015,DEVELOPER,模型与价格,/developer/015,developer_list,finance,10,P11-025,P11,P11,P11-W04,PAGE,,developer_list,模型与价格,1a7fc2c49541b36a,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-016,DEVELOPER,API文档,/developer/016,developer_docs,developer_docs,6,P11-026,P11,P11,P11-W04,PAGE,,developer_docs,API文档,f44823028de9b4af,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-D-017,DEVELOPER,Webhook,/developer/017,developer_list,developer_list,7,P11-028,P11,P11,P11-W05,PAGE,,developer_list,Webhook,4f6a5e14c5e9df98,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-001,WEB,安全验证承载页,https://auth.orbexa.cc/security/turnstile,public_web,public_web,7,P01-003|P02-005|P02-022,P01|P02,P01,P01-W01|P02-W01|P02-W05,PAGE,,public_web,安全验证承载页,cdf12cd1e61e6019,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-002,WEB,邮箱验证状态页,https://auth.orbexa.cc/email/verify,public_web,public_web,7,P01-004|P01-005|P02-007|P02-015,P01|P02,P01,P01-W01|P02-W02|P02-W03,PAGE,,public_web,邮箱验证状态页,f94c60ee08809fe4,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-003,WEB,YLVEN OIDC 授权与回调页,https://auth.orbexa.cc/oauth/authorize,public_web,public_web,7,P10-019|P11-003,P10|P11,P10,P10-W04|P11-W01,PAGE,,public_web,YLVEN OIDC 授权与回调页,4a4d3bdfd9da3682,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-004,WEB,APK 下载与更新页,https://download.orbexa.cc,public_web,public_web,7,P09-023|P13-013,P09|P13,P09,P09-W05|P13-W03,PAGE,,public_web,APK 下载与更新页,cce33944d4d8afef,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-005,WEB,公开服务状态页,https://status.orbexa.cc,public_web,public_web,7,P04-030|P09-025|P12-012,P04|P09|P12,P04,P04-W05|P09-W05|P12-W03,PAGE,,public_web,公开服务状态页,fa144fc4e0773449,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-006,WEB,会话或作品安全分享页,https://app.orbexa.cc/share,public_web,public_web,7,P03-024|P08-020,P03|P08,P03,P03-W04|P08-W04,PAGE,,public_web,会话或作品安全分享页,52d98671a9fc7d82,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-W-007,WEB,维护、错误与不兼容提示页,https://orbexa.cc/system-message,public_web,public_web,7,P12-012|P13-014,P12|P13,P12,P12-W03|P13-W03,PAGE,,public_web,维护、错误与不兼容提示页,7c2c17faa117dfcb,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-001,DESIGN_SYSTEM,颜色、主题与对比度基准板,design://board/001,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,颜色、主题与对比度基准板,9fc076de3a468e43,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-002,DESIGN_SYSTEM,字体、字号、行高与字重基准板,design://board/002,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,字体、字号、行高与字重基准板,2889b5d6c3eb652c,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-003,DESIGN_SYSTEM,间距、网格、圆角、边框与阴影基准板,design://board/003,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,间距、网格、圆角、边框与阴影基准板,e424781229aef484,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-004,DESIGN_SYSTEM,按钮、图标、Chip 与分段控件基准板,design://board/004,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,按钮、图标、Chip 与分段控件基准板,f14c3e54dcf7507b,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-005,DESIGN_SYSTEM,输入框、验证码、搜索和表单基准板,design://board/005,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,输入框、验证码、搜索和表单基准板,8a67b4993eb75b7e,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-006,DESIGN_SYSTEM,顶部栏、底部导航、侧栏和标签页基准板,design://board/006,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,顶部栏、底部导航、侧栏和标签页基准板,b6dec54ccb7ee846,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-007,DESIGN_SYSTEM,卡片、列表、表格、筛选和分页基准板,design://board/007,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,卡片、列表、表格、筛选和分页基准板,30a723b1cc6990bc,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-008,DESIGN_SYSTEM,Dialog、Bottom Sheet、Snackbar 与菜单基准板,design://board/008,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,Dialog、Bottom Sheet、Snackbar 与菜单基准板,32d5d9a21e8647f5,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-009,DESIGN_SYSTEM,Loading、Skeleton、Empty、Offline 与 Error 基准板,design://board/009,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,Loading、Skeleton、Empty、Offline 与 Error 基准板,5a713a74f797f01d,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-010,DESIGN_SYSTEM,聊天消息、模型标签、代码、表格和引用基准板,design://board/010,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,聊天消息、模型标签、代码、表格和引用基准板,938198dee9375332,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-011,DESIGN_SYSTEM,文件、附件、上传、解析和资料库基准板,design://board/011,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,文件、附件、上传、解析和资料库基准板,0a22a7d33f91e0c0,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-012,DESIGN_SYSTEM,图片工作台、任务、结果和编辑基准板,design://board/012,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,图片工作台、任务、结果和编辑基准板,4db8baa7cd3e90d2,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
YL-DS-013,DESIGN_SYSTEM,PPT 工作台、缩略图、预览和后台/开发者组件基准板,design://board/013,design_board,design_board,1,P00-004,P00,P00,P00-W01,PAGE,,design_board,开发者组件基准板,f4296400a9e254bc,YL-DS-1.2.0,APPROVED_REQUIRED_BEFORE_VISUAL_IMPLEMENTATION
