interaction_id,feature_id,page_id,surface,binding_role,user_action,endpoint_or_event,permission,billing_rule,visual_source,functional_source,status
YL-M-111-C-P08_021-02,P08-021,YL-M-111,ADMIN,ADMIN_CONTROL,复制 PPT 项目继续创作,/api/mobile/v1/presentations/{presentationId}/duplicate,authenticated_user,none,approved mockup states for YL-M-111,contracts/feature-map.yaml,PLANNED
YL-M-112-C-P08_022-01,P08-022,YL-M-112,ADMIN,ADMIN_CONTROL,后台管理 PPT 模板、母版和品牌包,/admin/v1/presentation-templates,authenticated_user,none,approved mockup states for YL-M-112,contracts/feature-map.yaml,PLANNED
YL-M-114-C-P08_023-01,P08-023,YL-M-114,ADMIN,ADMIN_CONTROL,后台诊断文字溢出、字体和渲染失败,/admin/v1/presentation-renders/{renderId}/diagnostics,authenticated_user,none,approved mockup states for YL-M-114,contracts/feature-map.yaml,PLANNED
YL-M-113-C-P08_024-01,P08-024,YL-M-113,ADMIN,ADMIN_CONTROL,后台重试或取消 PPT 渲染任务,/admin/v1/jobs/{jobId}/action,admin,none,approved mockup states for YL-M-113,contracts/feature-map.yaml,PLANNED
YL-M-110-C-P08_025-01,P08-025,YL-M-110,ADMIN,ADMIN_CONTROL,按大纲、模型、图片和渲染成本结算,domain://billing/presentation-settle,authenticated_user,usage_metered,approved mockup states for YL-M-110,contracts/feature-map.yaml,PLANNED
YL-A-077-C-P09_001-01,P09-001,YL-A-077,ANDROID,PRIMARY_VISIBLE,工作页聚合工具、项目、作品和任务,/api/mobile/v1/work,authenticated_user,none,approved mockup states for YL-A-077,contracts/feature-map.yaml,PLANNED
YL-M-116-C-P09_001-02,P09-001,YL-M-116,ADMIN,ADMIN_CONTROL,工作页聚合工具、项目、作品和任务,/api/mobile/v1/work,authenticated_user,none,approved mockup states for YL-M-116,contracts/feature-map.yaml,PLANNED
YL-A-078-C-P09_002-01,P09-002,YL-A-078,ANDROID,PRIMARY_VISIBLE,按工具分类展示 AI 能力入口,/api/mobile/v1/tools,authenticated_user,none,approved mockup states for YL-A-078,contracts/feature-map.yaml,PLANNED
YL-M-117-C-P09_002-02,P09-002,YL-M-117,ADMIN,ADMIN_CONTROL,按工具分类展示 AI 能力入口,/api/mobile/v1/tools,authenticated_user,none,approved mockup states for YL-M-117,contracts/feature-map.yaml,PLANNED
YL-A-079-C-P09_003-01,P09-003,YL-A-079,ANDROID,PRIMARY_VISIBLE,按类型和时间展示作品库,/api/mobile/v1/artifacts,authenticated_user,none,approved mockup states for YL-A-079,contracts/feature-map.yaml,PLANNED
YL-M-118-C-P09_003-02,P09-003,YL-M-118,ADMIN,ADMIN_CONTROL,按类型和时间展示作品库,/api/mobile/v1/artifacts,authenticated_user,none,approved mockup states for YL-M-118,contracts/feature-map.yaml,PLANNED
YL-A-059-C-P09_004-01,P09-004,YL-A-059,ANDROID,PRIMARY_VISIBLE,收藏、重命名、移动和删除作品,/api/mobile/v1/artifacts/{artifactId},authenticated_user,none,approved mockup states for YL-A-059,contracts/feature-map.yaml,PLANNED
YL-M-106-C-P09_004-02,P09-004,YL-M-106,ADMIN,ADMIN_CONTROL,收藏、重命名、移动和删除作品,/api/mobile/v1/artifacts/{artifactId},authenticated_user,none,approved mockup states for YL-M-106,contracts/feature-map.yaml,PLANNED
YL-A-080-C-P09_005-01,P09-005,YL-A-080,ANDROID,PRIMARY_VISIBLE,统一展示全部异步任务,/api/mobile/v1/jobs,authenticated_user,none,approved mockup states for YL-A-080,contracts/feature-map.yaml,PLANNED
YL-M-007-C-P09_005-02,P09-005,YL-M-007,ADMIN,ADMIN_CONTROL,统一展示全部异步任务,/api/mobile/v1/jobs,authenticated_user,none,approved mockup states for YL-M-007,contracts/feature-map.yaml,PLANNED
YL-A-081-C-P09_006-01,P09-006,YL-A-081,ANDROID,PRIMARY_VISIBLE,加载后台动态配置的发现页,/api/mobile/v1/discover,authenticated_user,none,approved mockup states for YL-A-081,contracts/feature-map.yaml,PLANNED
YL-M-119-C-P09_006-02,P09-006,YL-M-119,ADMIN,ADMIN_CONTROL,加载后台动态配置的发现页,/api/mobile/v1/discover,authenticated_user,none,approved mockup states for YL-M-119,contracts/feature-map.yaml,PLANNED
YL-A-082-C-P09_007-01,P09-007,YL-A-082,ANDROID,PRIMARY_VISIBLE,按分类筛选发现服务,/api/mobile/v1/discover/categories/{categoryId},authenticated_user,none,approved mockup states for YL-A-082,contracts/feature-map.yaml,PLANNED
YL-M-119-C-P09_007-02,P09-007,YL-M-119,ADMIN,ADMIN_CONTROL,按分类筛选发现服务,/api/mobile/v1/discover/categories/{categoryId},authenticated_user,none,approved mockup states for YL-M-119,contracts/feature-map.yaml,PLANNED
YL-A-083-C-P09_008-01,P09-008,YL-A-083,ANDROID,PRIMARY_VISIBLE,展示 Prompt 模板并带变量启动任务,/api/mobile/v1/prompt-templates,authenticated_user,none,approved mockup states for YL-A-083,contracts/feature-map.yaml,PLANNED
YL-M-120-C-P09_008-02,P09-008,YL-M-120,ADMIN,ADMIN_CONTROL,展示 Prompt 模板并带变量启动任务,/api/mobile/v1/prompt-templates,authenticated_user,none,approved mockup states for YL-M-120,contracts/feature-map.yaml,PLANNED
YL-A-084-C-P09_009-01,P09-009,YL-A-084,ANDROID,PRIMARY_VISIBLE,展示模型实验室和能力说明,/api/mobile/v1/model-lab,authenticated_user,none,approved mockup states for YL-A-084,contracts/feature-map.yaml,PLANNED
YL-M-121-C-P09_009-02,P09-009,YL-M-121,ADMIN,ADMIN_CONTROL,展示模型实验室和能力说明,/api/mobile/v1/model-lab,authenticated_user,none,approved mockup states for YL-M-121,contracts/feature-map.yaml,PLANNED
YL-A-085-C-P09_010-01,P09-010,YL-A-085,ANDROID,PRIMARY_VISIBLE,展示公告、活动和即将上线能力,/api/mobile/v1/announcements,authenticated_user,none,approved mockup states for YL-A-085,contracts/feature-map.yaml,PLANNED
YL-M-122-C-P09_010-02,P09-010,YL-M-122,ADMIN,ADMIN_CONTROL,展示公告、活动和即将上线能力,/api/mobile/v1/announcements,authenticated_user,none,approved mockup states for YL-M-122,contracts/feature-map.yaml,PLANNED
YL-M-119-C-P09_011-01,P09-011,YL-M-119,ADMIN,ADMIN_CONTROL,后台创建、排序、灰度和下架发现卡片,/admin/v1/discover/cards,authenticated_user,none,approved mockup states for YL-M-119,contracts/feature-map.yaml,PLANNED
YL-A-086-C-P09_012-01,P09-012,YL-A-086,ANDROID,PRIMARY_VISIBLE,展示个人资料卡、头像、用户名和 UID,/api/mobile/v1/account/profile,authenticated_user,none,approved mockup states for YL-A-086,contracts/feature-map.yaml,PLANNED
YL-M-036-C-P09_012-02,P09-012,YL-M-036,ADMIN,ADMIN_CONTROL,展示个人资料卡、头像、用户名和 UID,/api/mobile/v1/account/profile,authenticated_user,none,approved mockup states for YL-M-036,contracts/feature-map.yaml,PLANNED
YL-A-087-C-P09_013-01,P09-013,YL-A-087,ANDROID,PRIMARY_VISIBLE,编辑头像和用户名,/api/mobile/v1/account/profile,authenticated_user,none,approved mockup states for YL-A-087,contracts/feature-map.yaml,PLANNED
YL-M-036-C-P09_013-02,P09-013,YL-M-036,ADMIN,ADMIN_CONTROL,编辑头像和用户名,/api/mobile/v1/account/profile,authenticated_user,none,approved mockup states for YL-M-036,contracts/feature-map.yaml,PLANNED
YL-A-086-C-P09_014-01,P09-014,YL-A-086,ANDROID,PRIMARY_VISIBLE,快捷进入我的项目、文件和作品,/api/mobile/v1/account/content-summary,authenticated_user,none,approved mockup states for YL-A-086,contracts/feature-map.yaml,PLANNED
YL-A-088-C-P09_015-01,P09-015,YL-A-088,ANDROID,PRIMARY_VISIBLE,查看和管理收藏,/api/mobile/v1/favorites,authenticated_user,none,approved mockup states for YL-A-088,contracts/feature-map.yaml,PLANNED
YL-M-123-C-P09_015-02,P09-015,YL-M-123,ADMIN,ADMIN_CONTROL,查看和管理收藏,/api/mobile/v1/favorites,authenticated_user,none,approved mockup states for YL-M-123,contracts/feature-map.yaml,PLANNED
YL-A-035-C-P09_016-01,P09-016,YL-A-035,ANDROID,PRIMARY_VISIBLE,设置默认模型、推理和回答风格,/api/mobile/v1/preferences/ai,authenticated_user,none,approved mockup states for YL-A-035,contracts/feature-map.yaml,PLANNED
YL-M-064-C-P09_016-02,P09-016,YL-M-064,ADMIN,ADMIN_CONTROL,设置默认模型、推理和回答风格,/api/mobile/v1/preferences/ai,authenticated_user,none,approved mockup states for YL-M-064,contracts/feature-map.yaml,PLANNED
YL-A-089-C-P09_017-01,P09-017,YL-A-089,ANDROID,PRIMARY_VISIBLE,设置全局自定义指令,/api/mobile/v1/preferences/instructions,authenticated_user,none,approved mockup states for YL-A-089,contracts/feature-map.yaml,PLANNED
YL-M-124-C-P09_017-02,P09-017,YL-M-124,ADMIN,ADMIN_CONTROL,设置全局自定义指令,/api/mobile/v1/preferences/instructions,authenticated_user,none,approved mockup states for YL-M-124,contracts/feature-map.yaml,PLANNED
YL-A-090-C-P09_018-01,P09-018,YL-A-090,ANDROID,PRIMARY_VISIBLE,开启、查看和删除个人记忆,/api/mobile/v1/memories,authenticated_user,none,approved mockup states for YL-A-090,contracts/feature-map.yaml,PLANNED
YL-M-125-C-P09_018-02,P09-018,YL-M-125,ADMIN,ADMIN_CONTROL,开启、查看和删除个人记忆,/api/mobile/v1/memories,authenticated_user,none,approved mockup states for YL-M-125,contracts/feature-map.yaml,PLANNED
YL-A-091-C-P09_019-01,P09-019,YL-A-091,ANDROID,PRIMARY_VISIBLE,管理任务完成和安全通知,/api/mobile/v1/preferences/notifications,authenticated_user,none,approved mockup states for YL-A-091,contracts/feature-map.yaml,PLANNED
YL-M-126-C-P09_019-02,P09-019,YL-M-126,ADMIN,ADMIN_CONTROL,管理任务完成和安全通知,/api/mobile/v1/preferences/notifications,authenticated_user,none,approved mockup states for YL-M-126,contracts/feature-map.yaml,PLANNED
YL-A-092-C-P09_020-01,P09-020,YL-A-092,ANDROID,PRIMARY_VISIBLE,设置主题、字体和语言,/api/mobile/v1/preferences/display,authenticated_user,none,approved mockup states for YL-A-092,contracts/feature-map.yaml,PLANNED
YL-M-127-C-P09_020-02,P09-020,YL-M-127,ADMIN,ADMIN_CONTROL,设置主题、字体和语言,/api/mobile/v1/preferences/display,authenticated_user,none,approved mockup states for YL-M-127,contracts/feature-map.yaml,PLANNED
YL-A-093-C-P09_021-01,P09-021,YL-A-093,ANDROID,PRIMARY_VISIBLE,创建用户数据导出任务,/api/mobile/v1/privacy/exports,authenticated_user,none,approved mockup states for YL-A-093,contracts/feature-map.yaml,PLANNED
YL-M-128-C-P09_021-02,P09-021,YL-M-128,ADMIN,ADMIN_CONTROL,创建用户数据导出任务,/api/mobile/v1/privacy/exports,authenticated_user,none,approved mockup states for YL-M-128,contracts/feature-map.yaml,PLANNED
YL-A-093-C-P09_022-01,P09-022,YL-A-093,ANDROID,PRIMARY_VISIBLE,申请清空历史或注销账号,/api/mobile/v1/privacy/deletion-requests,authenticated_user,none,approved mockup states for YL-A-093,contracts/feature-map.yaml,PLANNED
YL-M-129-C-P09_022-02,P09-022,YL-M-129,ADMIN,ADMIN_CONTROL,申请清空历史或注销账号,/api/mobile/v1/privacy/deletion-requests,authenticated_user,none,approved mockup states for YL-M-129,contracts/feature-map.yaml,PLANNED
YL-A-094-C-P09_023-01,P09-023,YL-A-094,ANDROID,PRIMARY_VISIBLE,检查 APK 更新和强制升级策略,/api/mobile/v1/app/releases/latest,authenticated_user,none,approved mockup states for YL-A-094,contracts/feature-map.yaml,PLANNED
YL-M-130-C-P09_023-02,P09-023,YL-M-130,ADMIN,ADMIN_CONTROL,检查 APK 更新和强制升级策略,/api/mobile/v1/app/releases/latest,authenticated_user,none,approved mockup states for YL-M-130,contracts/feature-map.yaml,PLANNED
YL-W-004-C-P09_023-03,P09-023,YL-W-004,WEB,PUBLIC_SUPPORT,检查 APK 更新和强制升级策略,/api/mobile/v1/app/releases/latest,authenticated_user,none,approved mockup states for YL-W-004,contracts/feature-map.yaml,PLANNED
YL-A-095-C-P09_024-01,P09-024,YL-A-095,ANDROID,PRIMARY_VISIBLE,提交帮助反馈、截图和诊断信息,/api/mobile/v1/support/tickets,authenticated_user,none,approved mockup states for YL-A-095,contracts/feature-map.yaml,PLANNED
YL-M-131-C-P09_024-02,P09-024,YL-M-131,ADMIN,ADMIN_CONTROL,提交帮助反馈、截图和诊断信息,/api/mobile/v1/support/tickets,authenticated_user,none,approved mockup states for YL-M-131,contracts/feature-map.yaml,PLANNED
YL-A-043-C-P09_025-01,P09-025,YL-A-043,ANDROID,PRIMARY_VISIBLE,展示服务状态和已知事故,/api/mobile/v1/service-status,authenticated_user,none,approved mockup states for YL-A-043,contracts/feature-map.yaml,PLANNED
YL-M-132-C-P09_025-02,P09-025,YL-M-132,ADMIN,ADMIN_CONTROL,展示服务状态和已知事故,/api/mobile/v1/service-status,authenticated_user,none,approved mockup states for YL-M-132,contracts/feature-map.yaml,PLANNED
YL-W-005-C-P09_025-03,P09-025,YL-W-005,WEB,PUBLIC_SUPPORT,展示服务状态和已知事故,/api/mobile/v1/service-status,authenticated_user,none,approved mockup states for YL-W-005,contracts/feature-map.yaml,PLANNED
YL-M-133-C-P10_001-01,P10-001,YL-M-133,ADMIN,ADMIN_CONTROL,后台创建产品、套餐和价格版本,/admin/v1/products,authenticated_user,none,approved mockup states for YL-M-133,contracts/feature-map.yaml,PLANNED
YL-A-096-C-P10_002-01,P10-002,YL-A-096,ANDROID,PRIMARY_VISIBLE,展示用户可购买套餐和权益,/api/mobile/v1/catalog/plans,authenticated_user,none,approved mockup states for YL-A-096,contracts/feature-map.yaml,PLANNED
YL-M-133-C-P10_002-02,P10-002,YL-M-133,ADMIN,ADMIN_CONTROL,展示用户可购买套餐和权益,/api/mobile/v1/catalog/plans,authenticated_user,none,approved mockup states for YL-M-133,contracts/feature-map.yaml,PLANNED
YL-A-097-C-P10_003-01,P10-003,YL-A-097,ANDROID,PRIMARY_VISIBLE,创建订阅订单,/api/mobile/v1/orders,authenticated_user,none,approved mockup states for YL-A-097,contracts/feature-map.yaml,PLANNED
YL-M-134-C-P10_003-02,P10-003,YL-M-134,ADMIN,ADMIN_CONTROL,创建订阅订单,/api/mobile/v1/orders,authenticated_user,none,approved mockup states for YL-M-134,contracts/feature-map.yaml,PLANNED
YL-M-135-C-P10_004-01,P10-004,YL-M-135,ADMIN,ADMIN_CONTROL,接收支付回调并幂等入账,/api/v1/payments/{provider}/webhook,system,payment,approved mockup states for YL-M-135,contracts/feature-map.yaml,PLANNED
YL-M-136-C-P10_005-01,P10-005,YL-M-136,ADMIN,ADMIN_CONTROL,支持管理员测试充值但明确测试来源,/admin/v1/users/{userId}/test-credit,admin,payment,approved mockup states for YL-M-136,contracts/feature-map.yaml,PLANNED
YL-M-136-C-P10_006-01,P10-006,YL-M-136,ADMIN,ADMIN_CONTROL,建立现金、套餐和赠送额度账户,domain://wallet/accounts,authenticated_user,none,approved mockup states for YL-M-136,contracts/feature-map.yaml,PLANNED
YL-M-110-C-P10_007-01,P10-007,YL-M-110,ADMIN,ADMIN_CONTROL,使用不可变账本记录每次额度变动,domain://ledger/append,authenticated_user,none,approved mockup states for YL-M-110,contracts/feature-map.yaml,PLANNED
YL-M-136-C-P10_008-01,P10-008,YL-M-136,ADMIN,ADMIN_CONTROL,生成可快速读取的余额投影,/api/mobile/v1/wallet/balance,authenticated_user,none,approved mockup states for YL-M-136,contracts/feature-map.yaml,PLANNED
YL-A-098-C-P10_009-01,P10-009,YL-A-098,ANDROID,PRIMARY_VISIBLE,展示充值、套餐和赠送额度明细,/api/mobile/v1/wallet/buckets,authenticated_user,none,approved mockup states for YL-A-098,contracts/feature-map.yaml,PLANNED
YL-M-136-C-P10_009-02,P10-009,YL-M-136,ADMIN,ADMIN_CONTROL,展示充值、套餐和赠送额度明细,/api/mobile/v1/wallet/buckets,authenticated_user,none,approved mockup states for YL-M-136,contracts/feature-map.yaml,PLANNED
YL-A-099-C-P10_010-01,P10-010,YL-A-099,ANDROID,PRIMARY_VISIBLE,展示不可变账单明细,/api/mobile/v1/wallet/ledger,authenticated_user,none,approved mockup states for YL-A-099,contracts/feature-map.yaml,PLANNED
YL-M-110-C-P10_010-02,P10-010,YL-M-110,ADMIN,ADMIN_CONTROL,展示不可变账单明细,/api/mobile/v1/wallet/ledger,authenticated_user,none,approved mockup states for YL-M-110,contracts/feature-map.yaml,PLANNED
YL-M-137-C-P10_011-01,P10-011,YL-M-137,ADMIN,ADMIN_CONTROL,发放、续期、升级和撤销订阅权益,event://subscription.lifecycle,authenticated_user,none,approved mockup states for YL-M-137,contracts/feature-map.yaml,PLANNED
YL-M-138-C-P10_012-01,P10-012,YL-M-138,ADMIN,ADMIN_CONTROL,按权益控制项目、文件、图片和 PPT 配额,/internal/v1/entitlements/check,authenticated_user,none,approved mockup states for YL-M-138,contracts/feature-map.yaml,PLANNED
YL-M-139-C-P10_013-01,P10-013,YL-M-139,ADMIN,ADMIN_CONTROL,记录每次 AI、图片、PPT 和 API 用量,event://usage.recorded,authenticated_user,none,approved mockup states for YL-M-139,contracts/feature-map.yaml,PLANNED
YL-M-074-C-P10_014-01,P10-014,YL-M-074,ADMIN,ADMIN_CONTROL,按价格快照计算最终扣费,domain://usage/rate,authenticated_user,usage_metered,approved mockup states for YL-M-074,contracts/feature-map.yaml,PLANNED
YL-M-103-C-P10_015-01,P10-015,YL-M-103,ADMIN,ADMIN_CONTROL,执行额度预检、冻结、结算和释放,domain://credit/reservation,authenticated_user,usage_metered,approved mockup states for YL-M-103,contracts/feature-map.yaml,PLANNED
YL-A-100-C-P10_016-01,P10-016,YL-A-100,ANDROID,PRIMARY_VISIBLE,展示 App、图片、PPT 和 API 分项用量,/api/mobile/v1/usage/summary,authenticated_user,none,approved mockup states for YL-A-100,contracts/feature-map.yaml,PLANNED
YL-M-139-C-P10_016-02,P10-016,YL-M-139,ADMIN,ADMIN_CONTROL,展示 App、图片、PPT 和 API 分项用量,/api/mobile/v1/usage/summary,authenticated_user,none,approved mockup states for YL-M-139,contracts/feature-map.yaml,PLANNED
YL-M-140-C-P10_017-01,P10-017,YL-M-140,ADMIN,ADMIN_CONTROL,创建 YLVEN 与 Sub2API 用户映射,/internal/v1/gateways/sub2api/users/ensure,authenticated_user,none,approved mockup states for YL-M-140,contracts/feature-map.yaml,PLANNED
YL-D-002-C-P10_018-01,P10-018,YL-D-002,DEVELOPER,PRIMARY_VISIBLE,绑定已有 Sub2API 用户且保留余额和 Key,/api/developer/v1/sub2api/link,authenticated_user,none,approved mockup states for YL-D-002,contracts/feature-map.yaml,PLANNED
YL-M-140-C-P10_018-02,P10-018,YL-M-140,ADMIN,ADMIN_CONTROL,绑定已有 Sub2API 用户且保留余额和 Key,/api/developer/v1/sub2api/link,authenticated_user,none,approved mockup states for YL-M-140,contracts/feature-map.yaml,PLANNED
YL-M-141-C-P10_019-01,P10-019,YL-M-141,ADMIN,ADMIN_CONTROL,为 App 后端创建隐藏内部 API Key,/internal/v1/gateways/sub2api/app-keys,authenticated_user,none,approved mockup states for YL-M-141,contracts/feature-map.yaml,PLANNED
YL-W-003-C-P10_019-02,P10-019,YL-W-003,WEB,PUBLIC_SUPPORT,为 App 后端创建隐藏内部 API Key,/internal/v1/gateways/sub2api/app-keys,authenticated_user,none,approved mockup states for YL-W-003,contracts/feature-map.yaml,PLANNED
YL-M-142-C-P10_020-01,P10-020,YL-M-142,ADMIN,ADMIN_CONTROL,把充值余额投影到 Sub2API 执行余额,job://sub2api-balance-sync,system,payment,approved mockup states for YL-M-142,contracts/feature-map.yaml,PLANNED
YL-M-143-C-P10_021-01,P10-021,YL-M-143,ADMIN,ADMIN_CONTROL,把套餐模型权限和限额同步到 Sub2API,job://sub2api-entitlement-sync,system,none,approved mockup states for YL-M-143,contracts/feature-map.yaml,PLANNED
YL-M-144-C-P10_022-01,P10-022,YL-M-144,ADMIN,ADMIN_CONTROL,从 Sub2API 回流调用用量和成本,job://sub2api-usage-import,system,usage_metered,approved mockup states for YL-M-144,contracts/feature-map.yaml,PLANNED
YL-M-145-C-P10_023-01,P10-023,YL-M-145,ADMIN,ADMIN_CONTROL,执行 YLVEN 账本与 Sub2API 执行余额对账,job://gateway-reconciliation,system,none,approved mockup states for YL-M-145,contracts/feature-map.yaml,PLANNED
YL-M-146-C-P10_024-01,P10-024,YL-M-146,ADMIN,ADMIN_CONTROL,隔离同步失败并自动重试,job://gateway-sync-retry,system,none,approved mockup states for YL-M-146,contracts/feature-map.yaml,PLANNED
YL-M-147-C-P10_025-01,P10-025,YL-M-147,ADMIN,ADMIN_CONTROL,后台查询订单、支付、订阅和退款,/admin/v1/commerce/transactions,authenticated_user,none,approved mockup states for YL-M-147,contracts/feature-map.yaml,PLANNED
YL-M-148-C-P10_026-01,P10-026,YL-M-148,ADMIN,ADMIN_CONTROL,后台查询钱包、账本和冻结记录,/admin/v1/users/{userId}/wallet,authenticated_user,none,approved mockup states for YL-M-148,contracts/feature-map.yaml,PLANNED
YL-M-149-C-P10_027-01,P10-027,YL-M-149,ADMIN,ADMIN_CONTROL,后台处理退款并撤销对应权益,/admin/v1/refunds,admin,payment,approved mockup states for YL-M-149,contracts/feature-map.yaml,PLANNED
YL-M-150-C-P10_028-01,P10-028,YL-M-150,ADMIN,ADMIN_CONTROL,配置消费顺序和额度过期策略,/admin/v1/billing/credit-policy,authenticated_user,none,approved mockup states for YL-M-150,contracts/feature-map.yaml,PLANNED
YL-M-074-C-P10_029-01,P10-029,YL-M-074,ADMIN,ADMIN_CONTROL,配置模型销售价格、倍率和生效时间,/admin/v1/pricing/model-versions,authenticated_user,none,approved mockup states for YL-M-074,contracts/feature-map.yaml,PLANNED
YL-M-151-C-P10_030-01,P10-030,YL-M-151,ADMIN,ADMIN_CONTROL,标记订阅中转通道为测试环境,policy://channel-environment,authenticated_user,none,approved mockup states for YL-M-151,contracts/feature-map.yaml,PLANNED
YL-D-003-C-P11_001-01,P11-001,YL-D-003,DEVELOPER,PRIMARY_VISIBLE,展示开发者中心概览,/api/developer/v1/overview,authenticated_user,none,approved mockup states for YL-D-003,contracts/feature-map.yaml,PLANNED
YL-M-152-C-P11_001-02,P11-001,YL-M-152,ADMIN,ADMIN_CONTROL,展示开发者中心概览,/api/developer/v1/overview,authenticated_user,none,approved mockup states for YL-M-152,contracts/feature-map.yaml,PLANNED
YL-D-004-C-P11_002-01,P11-002,YL-D-004,DEVELOPER,PRIMARY_VISIBLE,激活开发者功能并同意 API 条款,/api/developer/v1/enrollment,authenticated_user,none,approved mockup states for YL-D-004,contracts/feature-map.yaml,PLANNED
YL-M-153-C-P11_002-02,P11-002,YL-M-153,ADMIN,ADMIN_CONTROL,激活开发者功能并同意 API 条款,/api/developer/v1/enrollment,authenticated_user,none,approved mockup states for YL-M-153,contracts/feature-map.yaml,PLANNED
YL-D-005-C-P11_003-01,P11-003,YL-D-005,DEVELOPER,PRIMARY_VISIBLE,使用 YLVEN OIDC 单点登录 Sub2API,/oauth2/authorize,authenticated_user,none,approved mockup states for YL-D-005,contracts/feature-map.yaml,PLANNED
YL-M-154-C-P11_003-02,P11-003,YL-M-154,ADMIN,ADMIN_CONTROL,使用 YLVEN OIDC 单点登录 Sub2API,/oauth2/authorize,authenticated_user,none,approved mockup states for YL-M-154,contracts/feature-map.yaml,PLANNED
YL-W-003-C-P11_003-03,P11-003,YL-W-003,WEB,PUBLIC_SUPPORT,使用 YLVEN OIDC 单点登录 Sub2API,/oauth2/authorize,authenticated_user,none,approved mockup states for YL-W-003,contracts/feature-map.yaml,PLANNED
YL-D-006-C-P11_004-01,P11-004,YL-D-006,DEVELOPER,PRIMARY_VISIBLE,创建 YLVEN 开发者 API Key,/api/developer/v1/api-keys,authenticated_user,none,approved mockup states for YL-D-006,contracts/feature-map.yaml,PLANNED
YL-M-155-C-P11_004-02,P11-004,YL-M-155,ADMIN,ADMIN_CONTROL,创建 YLVEN 开发者 API Key,/api/developer/v1/api-keys,authenticated_user,none,approved mockup states for YL-M-155,contracts/feature-map.yaml,PLANNED
YL-D-007-C-P11_005-01,P11-005,YL-D-007,DEVELOPER,PRIMARY_VISIBLE,仅创建时显示完整 API Key 一次,policy://api-key-reveal-once,authenticated_user,none,approved mockup states for YL-D-007,contracts/feature-map.yaml,PLANNED
YL-M-155-C-P11_005-02,P11-005,YL-M-155,ADMIN,ADMIN_CONTROL,仅创建时显示完整 API Key 一次,policy://api-key-reveal-once,authenticated_user,none,approved mockup states for YL-M-155,contracts/feature-map.yaml,PLANNED
YL-D-006-C-P11_006-01,P11-006,YL-D-006,DEVELOPER,PRIMARY_VISIBLE,分页查询 API Key 和最近使用状态,/api/developer/v1/api-keys,authenticated_user,none,approved mockup states for YL-D-006,contracts/feature-map.yaml,PLANNED
YL-M-155-C-P11_006-02,P11-006,YL-M-155,ADMIN,ADMIN_CONTROL,分页查询 API Key 和最近使用状态,/api/developer/v1/api-keys,authenticated_user,none,approved mockup states for YL-M-155,contracts/feature-map.yaml,PLANNED
YL-D-008-C-P11_007-01,P11-007,YL-D-008,DEVELOPER,PRIMARY_VISIBLE,轮换、禁用和删除 API Key,/api/developer/v1/api-keys/{keyId}/actions,authenticated_user,none,approved mockup states for YL-D-008,contracts/feature-map.yaml,PLANNED
YL-M-155-C-P11_007-02,P11-007,YL-M-155,ADMIN,ADMIN_CONTROL,轮换、禁用和删除 API Key,/api/developer/v1/api-keys/{keyId}/actions,authenticated_user,none,approved mockup states for YL-M-155,contracts/feature-map.yaml,PLANNED
YL-D-009-C-P11_008-01,P11-008,YL-D-009,DEVELOPER,PRIMARY_VISIBLE,配置单 Key 总额和月度预算,/api/developer/v1/api-keys/{keyId}/budget,authenticated_user,none,approved mockup states for YL-D-009,contracts/feature-map.yaml,PLANNED
YL-M-156-C-P11_008-02,P11-008,YL-M-156,ADMIN,ADMIN_CONTROL,配置单 Key 总额和月度预算,/api/developer/v1/api-keys/{keyId}/budget,authenticated_user,none,approved mockup states for YL-M-156,contracts/feature-map.yaml,PLANNED
YL-D-010-C-P11_009-01,P11-009,YL-D-010,DEVELOPER,PRIMARY_VISIBLE,配置 API 账号总预算,/api/developer/v1/budget,authenticated_user,none,approved mockup states for YL-D-010,contracts/feature-map.yaml,PLANNED
YL-M-156-C-P11_009-02,P11-009,YL-M-156,ADMIN,ADMIN_CONTROL,配置 API 账号总预算,/api/developer/v1/budget,authenticated_user,none,approved mockup states for YL-M-156,contracts/feature-map.yaml,PLANNED
YL-D-011-C-P11_010-01,P11-010,YL-D-011,DEVELOPER,PRIMARY_VISIBLE,配置 IP 白名单和模型白名单,/api/developer/v1/api-keys/{keyId}/policy,authenticated_user,none,approved mockup states for YL-D-011,contracts/feature-map.yaml,PLANNED
YL-M-157-C-P11_010-02,P11-010,YL-M-157,ADMIN,ADMIN_CONTROL,配置 IP 白名单和模型白名单,/api/developer/v1/api-keys/{keyId}/policy,authenticated_user,none,approved mockup states for YL-M-157,contracts/feature-map.yaml,PLANNED
YL-M-158-C-P11_011-01,P11-011,YL-M-158,ADMIN,ADMIN_CONTROL,Developer Gateway 鉴权和密钥哈希查找,gateway://authenticate,authenticated_user,none,approved mockup states for YL-M-158,contracts/feature-map.yaml,PLANNED
YL-M-159-C-P11_012-01,P11-012,YL-M-159,ADMIN,ADMIN_CONTROL,执行用户、Key、模型三级限流,gateway://rate-limit,authenticated_user,none,approved mockup states for YL-M-159,contracts/feature-map.yaml,PLANNED
YL-M-160-C-P11_013-01,P11-013,YL-M-160,ADMIN,ADMIN_CONTROL,提供 OpenAI 兼容模型列表,/v1/models,authenticated_user,none,approved mockup states for YL-M-160,contracts/feature-map.yaml,PLANNED
